year,country_id,country,local_price,dollar_ex,dollar_price,dollar_ppp,dollar_valuation
Jul 2012,SAU,Saudi Arabia,10.00,3.75,2.67,2.31,-38.38
Jul 2013,SAU,Saudi Arabia,10,3.75,2.67,2.19,-41.48
Jul 2014,SAU,Saudi Arabia,11,3.75,2.93,2.29,-38.83
Jul 2015,SAU,Saudi Arabia,12,3.75,3.20,2.51,-33.20
Jul 2016,SAU,Saudi Arabia,12,3.75,3.20,2.4,-36.5
Jun 2005,SAU,Saudi Arabia,9.00,3.75,2.40,2.94,-21.57
Jun 2007,SAU,Saudi Arabia,9.00,3.75,2.40,2.64,-29.63
Jun 2008,SAU,Saudi Arabia,10.00,3.75,2.67,2.80,-25.29
May 2004,SAU,Saudi Arabia,2.40,3.75,0.64,0.83,-77.93
May 2006,SAU,Saudi Arabia,9.00,3.75,2.40,2.90,-22.56
Apr 2000,ZAF,South Africa,9.00,6.72,1.34,3.59,-46.64
Apr 2001,ZAF,South Africa,9.70,8.13,1.19,3.82,-53.03
Apr 2002,ZAF,South Africa,9.70,10.90,0.87,3.90,-64.26
Apr 2003,ZAF,South Africa,13.95,7.56,1.74,5.15,-31.91
Jan 2006,ZAF,South Africa,13.95,6.08,2.29,4.43,-27.17
Jan 2007,ZAF,South Africa,15.50,7.11,2.18,4.81,-32.29
Jan 2010,ZAF,South Africa,17.95,7.30,2.46,5.01,-31.36
Jan 2012,ZAF,South Africa,19.95,8.13,2.45,4.75,-41.54
Jan 2013,ZAF,South Africa,20.90,9.05,2.31,4.79,-47.10
Jan 2014,ZAF,South Africa,23.5,10.88,2.16,5.08,-53.28
Jan 2015,ZAF,South Africa,25.5,11.48,2.22,5.32,-53.62
Jan 2016,ZAF,South Africa,28,15.81,1.77,5.7,-64.1
Jul 2009,ZAF,South Africa,17.95,8.28,2.17,5.03,-39.28
Jul 2010,ZAF,South Africa,18.45,7.54,2.45,4.94,-34.43
Jul 2011,ZAF,South Africa,19.45,6.77,2.87,4.78,-29.31
Jul 2012,ZAF,South Africa,19.95,8.47,2.36,4.61,-45.56
Jul 2013,ZAF,South Africa,22.5,10.05,2.24,4.94,-50.85
Jul 2014,ZAF,South Africa,24.5,10.51,2.33,5.11,-51.41
Jul 2015,ZAF,South Africa,26,12.41,2.09,5.43,-56.28
Jul 2016,ZAF,South Africa,30,14.27,2.10,6.0,-58.3
Jun 2005,ZAF,South Africa,13.95,6.65,2.10,4.56,-31.43
Jun 2007,ZAF,South Africa,15.50,6.97,2.22,4.55,-34.79
Jun 2008,ZAF,South Africa,16.95,7.56,2.24,4.75,-37.22
May 2004,ZAF,South Africa,12.40,6.66,1.86,4.28,-35.80
May 2006,ZAF,South Africa,13.95,6.60,2.11,4.50,-31.79
Apr 2000,KOR,South Korea,3000.00,1108.00,2.71,1195.22,7.87
Apr 2001,KOR,South Korea,3000.00,1325.00,2.27,1181.10,-10.86
Apr 2002,KOR,South Korea,3100.00,1304.00,2.36,1244.98,-4.53
Apr 2003,KOR,South Korea,3300.00,1220.00,2.63,1217.71,-0.19
Jan 2006,KOR,South Korea,2500.00,977.45,2.56,793.65,-18.80
Jan 2007,KOR,South Korea,2900.00,940.15,3.08,900.62,-4.20
Jan 2010,KOR,South Korea,3400.00,1140.50,2.98,949.72,-16.73
Jan 2012,KOR,South Korea,3700.00,1158.75,3.19,881.54,-23.92
Jan 2013,KOR,South Korea,3700.00,1085.48,3.41,847.19,-21.95
Jan 2014,KOR,South Korea,3700,1067.30,3.47,800.14,-25.03
Jan 2015,KOR,South Korea,4100,1083.30,3.78,855.95,-20.99
Jan 2016,KOR,South Korea,4300,1197.75,3.59,872.2,-27.2
Jul 2009,KOR,South Korea,3400.00,1314.50,2.59,952.38,-27.55
Jul 2010,KOR,South Korea,3400.00,1204.45,2.82,910.71,-24.39
Jul 2011,KOR,South Korea,3700.00,1056.20,3.50,910.21,-13.82
Jul 2012,KOR,South Korea,3700.00,1151.00,3.21,855.00,-25.72
Jul 2013,KOR,South Korea,3900,1135.70,3.43,855.89,-24.64
Jul 2014,KOR,South Korea,4100,1023.75,4.00,855.06,-16.48
Jul 2015,KOR,South Korea,4300,1143.50,3.76,897.70,-21.50
Jul 2016,KOR,South Korea,4400,1140.95,3.86,873.0,-23.5
Jun 2005,KOR,South Korea,2500.00,1005.50,2.49,816.99,-18.75
Jun 2007,KOR,South Korea,2900.00,922.50,3.14,850.44,-7.81
Jun 2008,KOR,South Korea,3200.00,1018.05,3.14,896.36,-11.95
May 2004,KOR,South Korea,3200.00,1177.00,2.72,1103.45,-6.25
May 2006,KOR,South Korea,2500.00,952.40,2.62,806.45,-15.32
Jan 2012,ESP,Spain,3.50,0.79,4.44,0.83,5.79
Jan 2013,ESP,Spain,3.50,0.74,4.75,0.80,8.75
Jan 2014,ESP,Spain,3.65,0.74,4.95,0.79,7.07
Jan 2015,ESP,Spain,3.65,0.86,4.23,0.76,-11.71
Jan 2016,ESP,Spain,4,0.93,3.76,0.7,-23.7
Jul 2011,ESP,Spain,3.50,0.70,5.02,0.86,23.44
Jul 2012,ESP,Spain,3.50,0.82,4.24,0.81,-1.95
Jul 2013,ESP,Spain,3.5,0.78,4.50,0.77,-1.24
Jul 2014,ESP,Spain,3.65,0.74,4.91,0.76,2.49
Jul 2015,ESP,Spain,3.65,0.91,4.00,0.76,-16.51
Jul 2016,ESP,Spain,4,0.91,3.85,0.7,-23.5
Jan 2007,LKA,Sri Lanka,190.00,102.96,1.85,59.01,-42.69
Jan 2010,LKA,Sri Lanka,210.00,114.86,1.83,58.82,-48.79
Jan 2012,LKA,Sri Lanka,290.00,113.93,2.55,69.09,-39.35
Jan 2013,LKA,Sri Lanka,350.00,126.45,2.77,80.14,-36.62
Jan 2014,LKA,Sri Lanka,350,130.80,2.68,75.69,-42.13
Jan 2015,LKA,Sri Lanka,350,131.88,2.65,73.07,-44.59
Jan 2016,LKA,Sri Lanka,350,144.05,2.43,71.0,-50.7
Jul 2009,LKA,Sri Lanka,210.00,114.86,1.83,58.82,-48.79
Jul 2010,LKA,Sri Lanka,210.00,112.78,1.86,56.25,-50.12
Jul 2011,LKA,Sri Lanka,280.00,109.48,2.56,68.88,-37.08
Jul 2012,LKA,Sri Lanka,290.00,131.00,2.21,67.01,-48.84
Jul 2013,LKA,Sri Lanka,370,130.80,2.83,81.20,-37.92
Jul 2014,LKA,Sri Lanka,350,130.26,2.69,72.99,-43.96
Jul 2015,LKA,Sri Lanka,350,133.85,2.61,73.07,-45.41
Jul 2016,LKA,Sri Lanka,530,146.20,3.63,105.2,-28.1
Jun 2005,LKA,Sri Lanka,175.00,99.95,1.75,57.19,-42.78
Jun 2007,LKA,Sri Lanka,210.00,111.40,1.89,61.58,-44.72
Jun 2008,LKA,Sri Lanka,210.00,107.55,1.95,58.82,-45.31
May 2004,LKA,Sri Lanka,140.00,99.00,1.41,48.28,-51.24
May 2006,LKA,Sri Lanka,190.00,102.96,1.85,61.29,-40.47
Apr 2000,SWE,Sweden,24.00,8.84,2.71,9.56,8.16
Apr 2001,SWE,Sweden,24.00,10.28,2.33,9.45,-8.09
Apr 2002,SWE,Sweden,26.00,10.40,2.52,10.44,0.40
Apr 2003,SWE,Sweden,30.00,8.34,3.50,11.07,32.74
Jan 2006,SWE,Sweden,33.00,7.71,4.28,10.48,35.84
Jan 2007,SWE,Sweden,32.00,7.04,4.54,9.94,41.14
Jan 2010,SWE,Sweden,39.00,7.08,5.51,10.89,53.82
Jan 2012,SWE,Sweden,41.00,6.93,5.91,9.77,40.88
Jan 2013,SWE,Sweden,40.56,6.35,6.39,9.29,46.27
Jan 2014,SWE,Sweden,40.7,6.47,6.29,8.80,35.97
Jan 2015,SWE,Sweden,40.7,8.19,4.97,8.50,3.73
Jan 2016,SWE,Sweden,45,8.60,5.23,9.1,6.1
Jul 2009,SWE,Sweden,39.00,7.91,4.93,10.92,38.12
Jul 2010,SWE,Sweden,48.40,7.37,6.56,12.96,75.82
Jul 2011,SWE,Sweden,48.40,6.34,7.64,11.91,87.94
Jul 2012,SWE,Sweden,39.97,6.98,5.73,9.24,32.38
Jul 2013,SWE,Sweden,41.61,6.76,6.16,9.13,35.12
Jul 2014,SWE,Sweden,40.7,6.84,5.95,8.49,24.17
Jul 2015,SWE,Sweden,43.7,8.52,5.13,9.12,7.05
Jul 2016,SWE,Sweden,45,8.59,5.23,8.9,3.7
Jun 2005,SWE,Sweden,31.00,7.44,4.17,10.13,36.16
Jun 2007,SWE,Sweden,33.00,6.79,4.86,9.68,42.49
Jun 2008,SWE,Sweden,38.00,5.96,6.37,10.64,78.57
May 2004,SWE,Sweden,30.00,7.61,3.94,10.34,35.94
May 2006,SWE,Sweden,33.00,7.28,4.53,10.65,46.13
Apr 2000,CHE,Switzerland,5.90,1.70,3.48,2.35,38.27
Apr 2001,CHE,Switzerland,6.30,1.73,3.65,2.48,43.37
Apr 2002,CHE,Switzerland,6.30,1.66,3.81,2.53,52.42
Apr 2003,CHE,Switzerland,6.30,1.37,4.52,2.32,69.69
Jan 2006,CHE,Switzerland,6.30,1.28,4.93,2.00,56.54
Jan 2007,CHE,Switzerland,6.30,1.25,5.05,1.96,56.71
Jan 2010,CHE,Switzerland,6.50,1.03,6.30,1.82,76.08
Jan 2012,CHE,Switzerland,6.50,0.96,6.81,1.55,62.14
Jan 2013,CHE,Switzerland,6.50,0.91,7.12,1.49,63.14
Jan 2014,CHE,Switzerland,6.5,0.91,7.14,1.41,54.46
Jan 2015,CHE,Switzerland,6.5,0.86,7.54,1.36,57.49
Jan 2016,CHE,Switzerland,7,1.01,6.44,1.3,30.7
Jul 2009,CHE,Switzerland,6.50,1.09,5.98,1.82,67.65
Jul 2010,CHE,Switzerland,6.50,1.05,6.19,1.74,65.68
Jul 2011,CHE,Switzerland,6.50,0.81,8.06,1.60,98.35
Jul 2012,CHE,Switzerland,6.50,0.99,6.56,1.50,51.63
Jul 2013,CHE,Switzerland,6.5,0.97,6.72,1.43,47.46
Jul 2014,CHE,Switzerland,6.16,0.90,6.83,1.28,42.36
Jul 2015,CHE,Switzerland,6.5,0.95,6.82,1.36,42.42
Jul 2016,CHE,Switzerland,7,0.99,6.59,1.3,30.8
Jun 2005,CHE,Switzerland,6.30,1.25,5.05,2.06,65.04
Jun 2007,CHE,Switzerland,6.30,1.21,5.20,1.85,52.54
Jun 2008,CHE,Switzerland,6.50,1.02,6.36,1.82,78.13
May 2004,CHE,Switzerland,6.30,1.29,4.90,2.17,68.40
May 2006,CHE,Switzerland,6.30,1.21,5.21,2.03,68.11
Apr 2000,TWN,Taiwan,70.00,30.60,2.29,27.89,-8.86
Apr 2001,TWN,Taiwan,70.00,32.90,2.13,27.56,-16.23
Apr 2002,TWN,Taiwan,70.00,34.80,2.01,28.11,-19.22
Apr 2003,TWN,Taiwan,70.00,34.80,2.01,25.83,-25.78
Jan 2006,TWN,Taiwan,75.00,31.95,2.35,23.81,-25.48
Jan 2007,TWN,Taiwan,75.00,32.93,2.28,23.29,-29.26
Jan 2010,TWN,Taiwan,75.00,31.84,2.36,20.95,-34.21
Jan 2012,TWN,Taiwan,75.00,29.98,2.50,17.87,-40.40
Jan 2013,TWN,Taiwan,75.00,29.50,2.54,17.17,-41.79
Jan 2014,TWN,Taiwan,79,30.16,2.62,17.08,-43.36
Jan 2015,TWN,Taiwan,79,31.49,2.51,16.49,-47.63
Jan 2016,TWN,Taiwan,69,33.23,2.08,14.0,-57.9
Jul 2009,TWN,Taiwan,75.00,33.18,2.26,21.01,-36.67
Jul 2010,TWN,Taiwan,75.00,32.11,2.34,20.09,-37.43
Jul 2011,TWN,Taiwan,75.00,28.83,2.60,18.45,-36.01
Jul 2012,TWN,Taiwan,75.00,30.20,2.48,17.33,-42.60
Jul 2013,TWN,Taiwan,79,30.03,2.63,17.34,-42.26
Jul 2014,TWN,Taiwan,79,29.98,2.63,16.48,-45.05
Jul 2015,TWN,Taiwan,79,31.02,2.55,16.49,-46.83
Jul 2016,TWN,Taiwan,69,32.03,2.15,13.7,-57.3
Jun 2005,TWN,Taiwan,75.00,31.18,2.41,24.51,-21.38
Jun 2007,TWN,Taiwan,75.00,32.77,2.29,21.99,-32.88
Jun 2008,TWN,Taiwan,75.00,30.36,2.47,21.01,-30.81
May 2004,TWN,Taiwan,75.00,33.40,2.24,25.86,-22.57
May 2006,TWN,Taiwan,75.00,32.14,2.33,24.19,-24.73
Apr 2000,THA,Thailand,55.00,38.00,1.45,21.91,-42.34
Apr 2001,THA,Thailand,55.00,45.50,1.21,21.65,-52.41
Apr 2002,THA,Thailand,55.00,43.30,1.27,22.09,-48.99
Apr 2003,THA,Thailand,59.00,42.70,1.37,21.77,-49.01
Jan 2006,THA,Thailand,60.00,39.76,1.51,19.05,-52.09
Jan 2007,THA,Thailand,62.00,35.30,1.76,19.25,-45.45
Jan 2010,THA,Thailand,70.00,33.14,2.11,19.55,-40.99
Jan 2012,THA,Thailand,78.00,31.75,2.46,18.58,-41.47
Jan 2013,THA,Thailand,87.00,29.76,2.92,19.92,-33.05
Jan 2014,THA,Thailand,96,32.88,2.92,20.76,-36.85
Jan 2015,THA,Thailand,99,32.61,3.04,20.67,-36.61
Jan 2016,THA,Thailand,112,36.22,3.09,22.7,-37.3
Jul 2009,THA,Thailand,64.49,34.17,1.89,18.06,-47.13
Jul 2010,THA,Thailand,70.00,32.31,2.17,18.75,-41.96
Jul 2011,THA,Thailand,70.00,29.75,2.35,17.22,-42.12
Jul 2012,THA,Thailand,82.00,31.70,2.59,18.95,-40.23
Jul 2013,THA,Thailand,89,31.28,2.85,19.53,-37.55
Jul 2014,THA,Thailand,99,31.78,3.12,20.65,-35.03
Jul 2015,THA,Thailand,108,34.09,3.17,22.55,-33.86
Jul 2016,THA,Thailand,119,34.97,3.40,23.6,-32.5
Jun 2005,THA,Thailand,60.00,40.53,1.48,19.61,-51.62
Jun 2007,THA,Thailand,62.00,34.46,1.80,18.18,-47.23
Jun 2008,THA,Thailand,62.00,33.36,1.86,17.37,-47.94
May 2004,THA,Thailand,59.00,40.80,1.45,20.34,-50.14
May 2006,THA,Thailand,60.00,38.45,1.56,19.35,-49.66
Apr 2002,TUR,Turkey,4000000.00,1324500.00,3.06,1606425.70,21.29
Apr 2003,TUR,Turkey,3750000.00,1600500.00,2.28,1383763.84,-13.54
Jan 2006,TUR,Turkey,4.10,1.34,3.07,1.30,-2.61
Jan 2007,TUR,Turkey,4.55,1.41,3.23,1.41,0.23
Jan 2010,TUR,Turkey,5.65,1.47,3.83,1.58,7.03
Jan 2012,TUR,Turkey,6.60,1.86,3.54,1.57,-15.59
Jan 2013,TUR,Turkey,8.45,1.77,4.78,1.93,9.39
Jan 2014,TUR,Turkey,8.5,2.26,3.76,1.84,-18.72
Jan 2015,TUR,Turkey,9.25,2.33,3.96,1.93,-17.24
Jan 2016,TUR,Turkey,10,3.01,3.41,2.1,-30.9
Jul 2009,TUR,Turkey,5.65,1.55,3.65,1.58,2.10
Jul 2010,TUR,Turkey,5.95,1.53,3.89,1.59,4.21
Jul 2011,TUR,Turkey,6.50,1.72,3.77,1.60,-7.19
Jul 2012,TUR,Turkey,8.25,1.83,4.52,1.91,4.35
Jul 2013,TUR,Turkey,8.5,1.96,4.34,1.87,-4.70
Jul 2014,TUR,Turkey,9.25,2.09,4.42,1.93,-7.75
Jul 2015,TUR,Turkey,10.25,2.65,3.87,2.14,-19.12
Jul 2016,TUR,Turkey,11,3.04,3.53,2.1,-29.9
Jun 2005,TUR,Turkey,4.00,1.37,2.92,1.31,-4.52
Jun 2007,TUR,Turkey,4.75,1.30,3.66,1.39,7.31
Jun 2008,TUR,Turkey,5.15,1.19,4.32,1.44,20.95
May 2004,TUR,Turkey,3950000.00,1531000.00,2.58,1362068.97,-11.03
May 2006,TUR,Turkey,4.20,1.54,2.72,1.35,-12.11
Jan 2007,ARE,UAE,10.00,3.67,2.72,3.11,-15.44
Jan 2010,ARE,UAE,11.00,3.67,2.99,3.07,-16.35
Jan 2012,ARE,UAE,12.00,3.67,3.27,2.86,-22.16
Jan 2013,ARE,UAE,12.00,3.67,3.27,2.75,-25.19
Jan 2014,ARE,UAE,12,3.67,3.27,2.60,-29.35
Jan 2015,ARE,UAE,13,3.67,3.54,2.71,-26.11
Jan 2016,ARE,UAE,13,3.67,3.54,2.6,-28.2
Jul 2009,ARE,UAE,10.00,3.67,2.72,2.80,-23.74
Jul 2010,ARE,UAE,11.00,3.67,2.99,2.95,-19.78
Jul 2011,ARE,UAE,12.00,3.67,3.27,2.95,-19.63
Jul 2012,ARE,UAE,12.00,3.67,3.27,2.77,-24.50
Jul 2013,ARE,UAE,12,3.67,3.27,2.63,-28.30
Jul 2014,ARE,UAE,13,3.67,3.54,2.71,-26.19
Jul 2015,ARE,UAE,13,3.67,3.54,2.71,-26.11
Jul 2016,ARE,UAE,13,3.67,3.54,2.6,-29.8
Jun 2005,ARE,UAE,9.00,3.67,2.45,2.94,-19.91
Jun 2007,ARE,UAE,10.00,3.67,2.72,2.93,-20.16
Jun 2008,ARE,UAE,10.00,3.67,2.72,2.80,-23.73
May 2006,ARE,UAE,9.00,3.67,2.45,2.90,-20.95
Jan 2007,UKR,Ukraine,9.00,5.05,1.78,2.80,-44.65
Jan 2010,UKR,Ukraine,14.00,7.66,1.83,3.92,-48.80
Jan 2012,UKR,Ukraine,17.00,8.04,2.11,4.05,-49.63
Jan 2013,UKR,Ukraine,19.00,8.14,2.33,4.35,-46.58
Jan 2014,UKR,Ukraine,19,8.38,2.27,4.11,-50.96
Jan 2015,UKR,Ukraine,19,15.82,1.20,3.97,-74.93
Jan 2016,UKR,Ukraine,36,23.35,1.54,7.3,-68.7
Jul 2009,UKR,Ukraine,14.00,7.66,1.83,3.92,-48.80
Jul 2010,UKR,Ukraine,14.50,7.90,1.84,3.88,-50.83
Jul 2011,UKR,Ukraine,16.50,7.99,2.06,4.06,-49.22
Jul 2012,UKR,Ukraine,15.00,8.09,1.86,3.47,-57.13
Jul 2013,UKR,Ukraine,19,8.16,2.33,4.17,-48.87
Jul 2014,UKR,Ukraine,19,11.69,1.63,3.96,-66.09
Jul 2015,UKR,Ukraine,34,21.95,1.55,7.10,-67.66
Jul 2016,UKR,Ukraine,39,24.80,1.57,7.7,-68.8
Jun 2005,UKR,Ukraine,7.25,5.06,1.43,2.37,-53.18
Jun 2007,UKR,Ukraine,9.25,5.03,1.84,2.71,-46.04
Jun 2008,UKR,Ukraine,11.00,4.60,2.39,3.08,-33.02
May 2004,UKR,Ukraine,7.25,5.33,1.36,2.50,-53.11
May 2006,UKR,Ukraine,8.50,5.05,1.68,2.74,-45.70
Apr 2000,USA,United States,2.51,1.00,2.51,1.00,0.00
Apr 2001,USA,United States,2.54,1.00,2.54,1.00,0.00
Apr 2002,USA,United States,2.49,1.00,2.49,1.00,0.00
Apr 2003,USA,United States,2.71,1.00,2.71,1.00,0.00
Jan 2006,USA,United States,3.15,1.00,3.15,1.00,0.00
Jan 2007,USA,United States,3.22,1.00,3.22,1.00,0.00
Jan 2010,USA,United States,3.58,1.00,3.58,1.00,0.00
Jan 2012,USA,United States,4.20,1.00,4.20,1.00,0.00
Jan 2013,USA,United States,4.37,1.00,4.37,1.00,0.00
Jan 2014,USA,United States,4.62,1.00,4.62,1.00,0.00
Jan 2015,USA,United States,4.79,1.00,4.79,1.00,0.00
Jan 2016,USA,United States,5,1.00,4.93,1.0,0.0
Jul 2009,USA,United States,3.57,1.00,3.57,1.00,0.00
Jul 2010,USA,United States,3.73,1.00,3.73,1.00,0.00
Jul 2011,USA,United States,4.07,1.00,4.07,1.00,0.00
Jul 2012,USA,United States,4.33,1.00,4.33,1.00,0.00
Jul 2013,USA,United States,4.56,1.00,4.56,1.00,0.00
Jul 2014,USA,United States,4.795,1.00,4.80,1.00,0.00
Jul 2015,USA,United States,4.79,1.00,4.79,1.00,0.00
Jul 2016,USA,United States,5,1.00,5.04,1.0,0.0
Jun 2005,USA,United States,3.06,1.00,3.06,1.00,0.00
Jun 2007,USA,United States,3.41,1.00,3.41,1.00,0.00
Jun 2008,USA,United States,3.57,1.00,3.57,1.00,0.00
May 2004,USA,United States,2.90,1.00,2.90,1.00,0.00
May 2006,USA,United States,3.10,1.00,3.10,1.00,0.00
Jan 2007,URY,Uruguay,55.00,23.93,2.30,17.08,-28.61
Jan 2010,URY,Uruguay,77.00,23.17,3.32,21.57,-6.91
Jan 2012,URY,Uruguay,90.00,19.45,4.63,21.44,10.25
Jan 2013,URY,Uruguay,105.00,19.28,5.45,24.04,24.70
Jan 2014,URY,Uruguay,105,21.38,4.91,22.71,6.21
Jan 2015,URY,Uruguay,113,24.43,4.63,23.59,-3.42
Jan 2016,URY,Uruguay,113,30.19,3.74,22.9,-24.1
Jul 2009,URY,Uruguay,61.00,23.17,2.63,17.09,-26.25
Jul 2010,URY,Uruguay,79.00,21.10,3.74,21.16,0.29
Jul 2011,URY,Uruguay,90.00,18.45,4.88,22.14,20.00
Jul 2012,URY,Uruguay,99.00,21.87,4.53,22.88,4.60
Jul 2013,URY,Uruguay,105,21.09,4.98,23.04,9.29
Jul 2014,URY,Uruguay,113,22.97,4.92,23.57,2.60
Jul 2015,URY,Uruguay,113,27.35,4.13,23.59,-13.73
Jul 2016,URY,Uruguay,123,30.17,4.08,24.4,-19.1
Jun 2005,URY,Uruguay,44.00,24.13,1.82,14.38,-40.40
Jun 2007,URY,Uruguay,62.00,23.95,2.59,18.18,-24.07
Jun 2008,URY,Uruguay,61.00,19.15,3.19,17.09,-10.77
May 2004,URY,Uruguay,29.80,29.74,1.00,10.28,-65.44
May 2006,URY,Uruguay,42.28,23.93,1.77,13.64,-42.99
Apr 2002,VEN,Venezuela,2500.00,857.00,2.92,1004.02,17.15
Apr 2003,VEN,Venezuela,3700.00,1598.00,2.32,1365.31,-14.56
Jan 2006,VEN,Venezuela,5900.00,2615.92,2.26,1873.02,-28.40
Jan 2007,VEN,Venezuela,6800.00,4125.28,1.65,2111.80,-48.81
Jan 2012,VEN,Venezuela,30.00,4.29,6.99,7.15,66.43
Jan 2013,VEN,Venezuela,39.00,4.29,9.08,8.93,107.93
Jan 2014,VEN,Venezuela,45,6.29,7.15,9.73,54.66
Jan 2015,VEN,Venezuela,132,52.10,2.53,27.56,-47.11
Jan 2016,VEN,Venezuela,132,198.70,0.66,26.8,-86.5
Jul 2011,VEN,Venezuela,28.00,4.29,6.52,6.89,60.39
Jul 2012,VEN,Venezuela,34.00,4.29,7.92,7.86,82.94
Jul 2013,VEN,Venezuela,45,6.29,7.15,9.88,56.95
Jul 2014,VEN,Venezuela,75,11.00,6.82,15.64,42.19
Jul 2015,VEN,Venezuela,132,197.00,0.67,27.56,-86.01
Jul 2016,VEN,Venezuela,2170,641.40,3.38,430.6,-32.9
Jun 2005,VEN,Venezuela,5600.00,2629.62,2.13,1830.07,-30.41
Jun 2007,VEN,Venezuela,7400.00,2147.30,3.45,2170.09,1.06
May 2004,VEN,Venezuela,4400.00,2977.00,1.48,1517.24,-49.03
May 2006,VEN,Venezuela,5701.25,2519.58,2.26,1839.11,-27.01
Jan 2014,VNM,Vietnam,60000,21090,2.84,12975.31,-38.476
Jan 2015,VNM,Vietnam,60000,21380.00,2.81,12526.10,-41.41
Jan 2016,VNM,Vietnam,60000,22467.50,2.67,12170.4,-45.8
Jul 2014,VNM,Vietnam,60000,21230.00,2.83,12513.03,-41.06
Jul 2015,VNM,Vietnam,60000,21810.00,2.75,12526.10,-42.57
Jul 2016,VNM,Vietnam,60000,22300.00,2.69,11904.8,-46.6
